created_at,utm_source,utm_medium,extra_leads,tag
2023-12-20 16:30:00,telegram,,"{16774081,17032641}",Pandas-pre
2023-12-20 16:31:00,telegram,,"{16774081,17032641}",Pandas-v1
2023-12-20 16:46:00,bot,testovoe-ozon,{16742527},Pandas-pre
2023-12-20 16:57:00,unisender,email,{15566497},Pandas-pre
2023-12-20 16:57:00,unisender,email,{15566497},Pandas-v1
2023-12-20 16:58:00,unisender,email,{15566497},Pandas-v1
2023-12-20 17:02:00,unisender,email,{15927361},Pandas-pre
2023-12-20 17:02:00,unisender,email,{15927361},Pandas-v1
2023-12-20 19:10:00,unisender,email,{16603359},Pandas-pre
2023-12-20 19:10:00,unisender,email,{16603359},Pandas-v1
2023-12-20 20:01:00,unisender,email,{15916845},Pandas-v1
2023-12-20 20:07:00,,,"{17038527,17683033}",Pandas-pre
2023-12-20 20:08:00,bot,free-course-pandas,"{11999701,16767673}",Pandas-v1
2023-12-20 20:24:00,bot,events-simulative,{16489279},Pandas-pre
2023-12-20 20:24:00,bot,events-simulative,{16489279},Pandas-v1
2023-12-20 21:01:00,bot,testovoe-ozon,"{17039433,17039435}",Pandas-v1
2023-12-21 05:25:00,unisender,email,{15607005},Pandas-pre
2023-12-21 05:25:00,unisender,email,{15607005},Pandas-v1
2024-03-11 07:10:00,telegram,social,"{15916041,18583517}",08.03.2024
2024-03-21 16:23:00,,,"{5809673,6441653,19725721,24714571}",DA-TEST-START
2024-03-22 12:04:00,telegram,bot-send,{14763967},DA-TEST-START
2024-03-22 17:19:00,telegram,social,{15930477},Студент
2024-03-22 17:23:00,telegram,bot-send,"{16529751,18612143}",20ideas
2024-03-26 17:50:00,telegram,social,"{17162229,17554629,18678053,19001817}",DA-TEST-START
2024-10-11 08:28:00,telegram,social,{15930477},web-power-bi
2024-10-11 08:45:00,telegram,social,"{16789437,16819743}",web-power-bi
2025-01-17 14:22:00,telegram,bot-send,"{17143617,20730839}",web-2101
2024-11-29 09:13:00,telegram,bot-send,"{15924193,17108465,22058459}",web-0412
2024-11-29 09:14:00,telegram,bot-send,{16054019},web-0412
2024-11-29 09:14:00,telegram,bot-send,"{17146035,17191367}",web-0412
2024-11-29 09:27:00,telegram,bot-send,{15569467},web-0412
2024-11-29 09:33:00,telegram,bot-send,"{15923171,21320212}",web-0412
2024-11-29 09:53:00,telegram,social,{16104917},web-0412
2024-11-29 10:06:00,unisender,email,{16528793},web-0412
2024-11-29 10:08:00,telegram,bot-send,"{9164281,17166441}",web-0412
2024-11-29 10:32:00,telegram,bot-send,{5801595},web-0412
2024-11-29 10:42:00,telegram,bot-send,"{15571275,17145655}",web-0412
2024-12-04 13:42:00,,,"{17146903,20603317}",web-0412
2024-12-13 09:06:00,telegram,social,{15930477},web-1712
2024-12-13 09:12:00,telegram,bot-send,"{15922439,19436980,20455897}",web-1712
2024-12-13 09:13:00,telegram,bot-send,"{17156637,20605369,20764479}",web-1712
2024-12-13 09:15:00,telegram,social,{16784739},web-1712
2024-12-13 09:16:00,unisender,email,{11651903},web-1712
2024-12-13 09:16:00,telegram,bot-send,"{15356727,17100247}",web-1712
2024-12-13 09:16:00,telegram,bot-send,{16238231},web-1712
2024-12-13 09:16:00,telegram,bot-send,"{16529705,17157253}",web-1712
2024-12-13 09:16:00,telegram,bot-send,"{16789571,18175055}",web-1712
2024-12-13 09:16:00,telegram,bot-send,{16978579},web-1712
2024-12-13 09:17:00,telegram,bot-send,"{9825095,23710543}",web-1712
2024-12-13 09:18:00,unisender,email,{5825307},web-1712
2024-12-13 09:21:00,telegram,bot-send,"{17064189,21629325}",web-1112
2024-12-13 09:24:00,unisender,email,{16322715},web-1712
2024-12-13 09:28:00,telegram,bot-send,"{5848071,20887407}",web-1712
2024-12-13 09:38:00,telegram,social,{11989079},web-1712
2024-12-13 09:42:00,unisender,email,"{15927075,16695207,16773339,17310203,17631349,18418999,23553585}",web-1712
2024-12-13 09:48:00,telegram,bot-send,{16489279},web-1712
2024-12-13 09:52:00,unisender,email,{17060195},web-1712
2024-12-13 09:52:00,unisender,email,"{16287273,16767225}",web-1712
2024-12-13 10:38:00,telegram,bot-send,{5801595},web-1712
2024-12-13 10:40:00,telegram,bot-send,{16529429},web-1712
2024-12-13 11:23:00,telegram,bot-send,{8445281},web-1712
2024-12-13 11:27:00,telegram,bot-send,{8445281},Консультация
2024-12-13 11:44:00,telegram,bot-send,"{17064189,21629325}",web-1112
2024-12-13 11:59:00,telegram,bot-send,{16842355},web-1712
2024-12-13 12:11:00,telegram,bot-send,"{17064189,21629325}",web-1112
2024-12-13 13:10:00,telegram,social,{13904427},web-1712
2024-12-13 14:02:00,telegram,social,{5799759},web-1712
2024-12-13 14:10:00,telegram,bot-send,{16003201},web-1712
2024-12-13 14:13:00,telegram,bot-send,{17070179},web-1712
2024-12-13 19:11:00,unisender,email,{2494413},web-1712
2024-12-13 19:15:00,telegram,bot-send,"{16561367,16766579,16864685,19270727}",web-1712
2024-12-13 21:22:00,unisender,email,{15932451},web-1712
2024-12-13 21:35:00,unisender,email,"{15591603,16773121,18378405}",web-1712
2024-12-14 08:33:00,telegram,bot-send,{5824941},web-1712
2024-12-14 08:57:00,unisender,email,"{15922681,16560611}",web-1712
2024-12-14 09:19:00,telegram,social,{13166349},web-1712
2024-12-14 17:02:00,telegram,social,"{16784197,17303493}",web-1712
2024-12-14 17:19:00,bloger,social,{8346889},web-1712
2024-12-14 17:23:00,bloger,social,"{15903385,16766413,18515647}",web-1712
2024-12-14 17:34:00,bloger,social,{16104917},web-1712
2024-12-14 18:11:00,bloger,social,{16749391},web-1712
2024-12-14 18:37:00,bloger,social,{16008929},web-1712
2024-12-14 21:29:00,telegram,social,"{17147329,17580017,21615360}",web-1712
2024-12-14 23:25:00,unisender,email,"{16570977,18237375}",web-1712
2023-12-19 15:05:00,bot,events-simulative,{16764267},Pandas-pre
2023-12-21 06:39:00,bot,events-simulative,{16033989},Pandas-pre
2023-12-21 06:39:00,bot,events-simulative,{16033989},Pandas-v1
2023-12-21 06:41:00,bot,events-simulative,{16033989},Pandas-v1
2023-12-21 07:38:00,bot,free-course-pandas,"{16066779,16770183}",Pandas-v1
2023-12-21 11:22:00,unisender,email,{5803341},Pandas-v1
2023-12-21 11:22:00,unisender,email,{5803341},Pandas-v1
2023-12-21 12:03:00,unisender,email,"{16789437,16819743}",Pandas-pre
2023-12-21 12:03:00,unisender,email,"{16789437,16819743}",Pandas-v1
2023-12-21 12:03:00,unisender,email,"{16789437,16819743}",Pandas-v1
2023-12-21 12:24:00,bot,testovoe-bank-otkrytie,{11377605},Pandas-pre
2023-12-21 12:24:00,bot,testovoe-bank-otkrytie,{11377605},Pandas-v1
2023-12-21 12:26:00,telegram,,{15930477},Студент
2023-12-21 12:39:00,unisender,email,"{15667785,18847199,19503222}",Pandas-pre
2023-12-21 13:12:00,telegram,,"{15916041,18583517}",Pandas-v1
2023-12-21 13:12:00,telegram,,"{15916041,18583517}",Pandas-pre
2023-12-21 13:12:00,telegram,,"{15916041,18583517}",Pandas-v1
2023-12-21 13:51:00,unisender,email,"{15667785,18847199,19503222}",Pandas-v1
2023-12-21 14:45:00,telegram,,"{15916041,18583517}",Pandas-v1
2023-12-21 17:50:00,unisender,email,{16603359},Pandas-v1
2023-12-22 00:22:00,vk,,"{17064877,17101475}",Pandas-VIP
2023-12-22 08:13:00,Unisender,email,{17070179},Pandas-v1
2023-12-22 09:08:00,unisender,email,{16740831},Pandas-v1
2023-12-22 11:33:00,unisender,email,"{16669409,24574945}",Pandas-v1
2023-12-22 11:41:00,unisender,email,"{16669409,24574945}",Pandas-v1
2023-12-22 11:57:00,bot,testovoe-ozon,{16529035},Pandas-v1
2023-12-22 11:57:00,bot,testovoe-ozon,{16529035},Pandas-v1
2023-12-22 11:57:00,bot,testovoe-ozon,{16529035},Pandas-v1
2023-12-22 12:57:00,telegram,,{16857289},Pandas-pre
2023-12-22 13:36:00,bot,events-simulative,{16031367},Pandas-pre
2023-12-22 16:31:00,instagram,cpa,{17089011},Pandas-pre
2023-12-22 16:32:00,instagram,cpa,{17089011},Pandas-v1
2023-12-22 17:17:00,bot,events-simulative,"{15921749,16695207,16773339}",Pandas-pre
2023-12-22 17:17:00,bot,events-simulative,"{15921749,16695207,16773339}",Pandas-v1
2023-12-22 17:21:00,bot,events-simulative,"{15921749,16695207,16773339}",Кейс-АЦ
2023-12-22 17:24:00,bot,events-simulative,"{15921749,16695207,16773339}",Pandas-pre
2024-01-24 13:44:00,telegram,social,{12367367},Workshop-RFM
2024-02-16 10:04:00,telegram,social,{15569323},6 каверз
2024-03-12 10:48:00,telegram,social,"{16002555,16784777}",20ideas
2024-04-16 18:16:00,,,"{15548959,16763825,18256737,19434630}",Студент
2024-05-13 11:47:00,unisender,email,"{16784957,20490049}",plan-python
2024-07-03 12:23:00,telegram,bot-send,{16669409},PRODUCT-TEST-START
2024-07-03 12:27:00,telegram,social,"{16084821,20106453}",PRODUCT-TEST-START
2024-07-03 12:30:00,telegram,bot-send,"{8328733,20015455}",PRODUCT-TEST-START
2024-07-03 12:33:00,telegram,social,"{16084821,20106453}",PRODUCT-TEST
2024-09-13 12:02:00,telegram,bot-send,"{15895095,21196294,21339476}",become-bi
2024-09-21 13:41:00,telegram,bot-send,"{16056423,16769383}",web-2409
2024-09-21 13:41:00,telegram,social,"{16056423,16769383}",web-2409
2024-09-21 13:53:00,unisender,email,"{15889391,16766247,19329846,20771041}",web-2409
2024-09-21 15:04:00,unisender,email,"{17151209,19295911,21692221}",web-2409
2024-10-03 20:20:00,unisender,email,"{16013171,16762871}",web-geo-analyt
2024-10-14 18:09:00,telegram,bot-send,"{15923171,21320212}",Консультация
2024-10-14 19:43:00,telegram,paid-placement,"{17006467,18897949}",web-power-bi
2024-10-25 14:32:00,telegram,bot-send,"{9825095,19271961,25233199}",web-2910
2024-10-25 14:33:00,telegram,social,"{16772541,20843231}",web-2910
2024-10-25 14:33:00,telegram,social,"{11787181,12343743,25212617}",web-2910
2024-10-25 14:33:00,telegram,social,{16816361},web-2910
2024-12-15 09:53:00,telegram,bot-send,"{16785101,17610155}",web-1712
2024-12-15 16:24:00,unisender,email,"{9649707,18908843,24129719}",plan-python
2024-12-15 16:27:00,material,plan-for-learning-python,"{9649707,18908843,24129719}",Python-FREE
2024-12-15 16:51:00,telegram,paid-placement,{17163457},web-1712
2024-12-15 17:43:00,telegram,social,{12349789},web-1712
2024-12-16 02:42:00,telegram,social,{16996099},web-1712
2024-12-16 05:14:00,telegram,bot-send,{16764879},web-1712
2024-12-16 07:18:00,telegram,bot-send,"{16772541,20843231}",web-1712
2024-12-16 14:23:00,telegram,paid-placement,"{16003791,16767769}",web-1712
2024-12-16 15:56:00,,,"{17123865,17560467,18878981}",Консультация
2024-12-16 16:11:00,telegram,bot-send,{15916845},web-1712
2024-12-16 16:34:00,unisender,email,{15916845},6 каверз
2024-12-16 18:48:00,telegram,bot-send,"{16549177,20634357}",6 каверз
2024-12-17 00:52:00,telegram,bot-send,{12367367},web-1112
2024-12-17 04:55:00,telegram,bot-send,{5804501},web-1712
2024-12-17 07:42:00,unisender,email,{5807709},web-1712
2024-12-17 07:52:00,telegram,bot-send,{11377605},web-1712
2024-12-17 07:54:00,telegram,bot-send,{12367367},web-1712
2024-12-17 07:54:00,telegram,bot-send,"{5840561,16823375,17195057}",web-1712
2024-12-17 08:31:00,telegram,bot-send,{15924251},web-1712
2024-12-17 12:25:00,telegram,bot-send,"{16773339,17163457,18418999}",web-1712
2024-12-17 12:48:00,telegram,bot-send,"{16774955,18347079}",web-1712
2024-12-17 13:03:00,telegram,bot-send,"{16684485,18689443}",web-1712
2024-12-17 14:41:00,unisender,email,"{15889391,16766247,19329846,20771041}",web-1712
2024-12-17 15:03:00,telegram,bot-send,"{16772541,20843231}",web-1712
2024-12-17 15:33:00,telegram,social,{16037581},web-1712
2024-12-17 15:35:00,telegram,social,{17162981},web-1712
2024-12-17 15:37:00,,,"{17146903,20603317}",web-1712
2025-01-09 16:48:00,site,,{16820111},DA-TEST
2023-12-14 09:16:00,bot,testovoe-ozon,"{16833065,18771457}",Кейс-АЦ
2023-12-14 09:47:00,bot,testovoe-ozon,"{16833811,16833813}",Pandas
2023-12-14 10:39:00,bot,testovoe-bank-otkrytie,{14763967},Экскурсия
2023-12-14 12:37:00,bot,events-simulative,{16841379},Экскурсия
2023-12-14 13:02:00,bot,testovoe-ozon,{16842355},Экскурсия
2023-12-14 18:27:00,vkontakte,cpc,"{16669409,24574945}",Pandas
2023-12-14 18:30:00,instagram,cpa,{16853135},Pandas
2023-12-14 20:58:00,vkontakte,cpc,"{16669409,24574945}",Pandas
2023-12-15 07:32:00,unisender,email,{7366116},Экскурсия
2023-12-15 07:47:00,unisender,email,{16816881},Pandas
2023-12-23 09:51:00,telegram,itresume,{14763967},Sber-Веб
2023-12-23 19:32:00,bot,value-sql,{16008929},Кейс-АЦ
2023-12-24 04:59:00,instagram,cpa,{17118163},Pandas-pre
2023-12-24 05:01:00,instagram,cpa,{17118163},Pandas-pre
2023-12-24 05:03:00,instagram,cpa,{17118163},Pandas-VIP
2023-12-24 05:15:00,telegram,itresume,"{7710743,14717267}",Sber-Веб
2023-12-24 08:50:00,telegram,itresume,{16572265},Sber-Веб
2023-12-24 10:48:00,vkontakte,cpc,{17124297},Pandas-pre
2023-12-24 14:55:00,instagram,cpa,{17130693},Pandas-pre
2023-12-24 18:35:00,bot,free-course-pandas,"{11014471,18361379}",Pandas-v1
2023-12-25 07:24:00,bot,cpc,{15941867},Студент
2024-10-08 08:01:00,unisender,email,{5824941},web-geo-analyt
2024-10-15 00:30:00,telegram,bot-send,"{9825095,19271961,25233199}",Консультация
2024-10-15 05:29:00,unisender,email,"{17064877,17101475}",Консультация
2025-01-10 08:08:00,,,"{1460603,23961501}",web-1401
2025-01-10 09:59:00,telegram,social,"{16003565,16764873,17290925,17553527,17829067,19544884,19867361,20886197,24161655,24395845}",web-1401
2025-01-10 10:01:00,telegram,social,"{17147699,17428973,17428975,18451713}",web-1401
2025-01-10 13:08:00,telegram,bot-send,{15922837},web-1401
2025-01-10 13:09:00,telegram,social,"{16774955,18347079}",web-1401
2025-01-10 17:43:00,telegram,social,"{2200671,5806435,18084533,20586583}",web-1401
2025-01-11 07:17:00,telegram,social,{17178355},web-1401
2025-01-12 20:00:00,telegram,bot-send,"{16784957,20490049}",web-1401
2025-01-15 10:51:00,telegram,social,"{15943891,16773887}",Ads-metrics
2025-01-15 10:51:00,telegram,social,"{11787181,12343743,25212617}",Ads-metrics
2025-01-15 10:51:00,telegram,social,"{1460603,23961501}",Ads-metrics
2025-01-15 10:52:00,telegram,social,"{11787181,12343743,25212617}",Ads-metrics
2025-01-15 10:52:00,telegram,social,"{17146579,24244743}",Ads-metrics
2025-01-15 10:54:00,telegram,bot-send,"{1460603,23961501}",Ads-metrics
2025-01-15 10:54:00,telegram,social,{16572265},Ads-metrics
2025-01-15 10:55:00,telegram,social,{12367367},Ads-metrics
2025-01-15 15:04:00,unisender,email,"{15922681,16560611}",Ads-metrics
2025-01-15 15:04:00,telegram,social,"{15933065,16754539}",Ads-metrics
2025-01-15 15:37:00,unisender,email,"{15570281,16770335}",Ads-metrics
2025-01-15 15:38:00,,,"{17163457,18257003,22568895}",Консультация
2025-01-21 15:59:00,telegram,social,"{15921589,16766225,18451399}",web-2101
2025-01-23 09:05:00,telegram,bot-send,{17124297},portfolio ideas
2025-01-23 09:07:00,telegram,bot-send,{15564527},portfolio ideas
2025-01-24 06:38:00,unisender,email,{12262075},portfolio ideas
2025-01-24 07:12:00,telegram,social,"{11787181,12343743,25212617}",web-2801
2025-01-24 07:13:00,telegram,social,"{16762221,16954607}",web-2801
2025-01-24 07:15:00,telegram,social,{2199985},web-2801
2025-01-24 07:17:00,telegram,social,{16054019},web-2801
2025-01-24 07:18:00,telegram,social,{16739833},web-2801
2025-01-25 12:29:00,telegram,social,{16603359},web-2801
2025-01-25 12:29:00,telegram,social,{16603359},web-2801
2025-01-25 13:04:00,telegram,social,{16542771},Ads-metrics
2025-01-25 13:05:00,telegram,social,{16542771},portfolio ideas
2025-01-25 13:54:00,unisender,email,"{16059185,19052623}",web-2801
2025-01-25 16:10:00,telegram,bot-send,{17034101},web-2801
2023-12-15 08:16:00,unisender,email,{5799759},Pandas
2023-12-15 08:16:00,unisender,email,{5799759},Pandas
2023-12-15 09:24:00,bot,testovoe-ozon,{16864421},Pandas
2023-12-15 09:24:00,bot,testovoe-ozon,{16864421},Pandas
2023-12-15 09:32:00,bot,testovoe-bank-otkrytie,"{16561367,16766579,16864685,19270727}",Pandas
2023-12-15 09:36:00,bot,events-simulative,"{16762011,16816349}",Pandas
2023-12-15 09:39:00,bot,events-simulative,{16784739},Pandas
2023-12-15 09:39:00,bot,events-simulative,{14728903},Pandas
2025-01-25 19:19:00,telegram,paid-placement,"{16003791,16767769}",web-2801
2025-01-25 20:30:00,telegram,paid-placement,{15960225},web-2801
2025-01-26 01:07:00,telegram,paid-placement,"{11436455,16520809}",web-2801
2025-01-26 06:57:00,telegram,bot-send,"{16741423,18595441}",web-2801
2025-01-26 08:38:00,telegram,paid-placement,{16104917},web-2801
2025-01-26 12:42:00,telegram,bot-send,"{16531399,16771081}",web-2801
2025-01-26 17:24:00,telegram,paid-placement,{17150093},web-2801
2025-01-26 23:12:00,bot,testovoe-ozon,"{16978917,16978919}",web-2801
2025-01-27 05:49:00,unisender,email,"{15946741,16764241,20152897}",web-2801
2025-01-27 10:19:00,telegram,social,{16463705},web-2801
2025-01-27 11:10:00,telegram,paid-placement,"{15548959,16763825,18256737,19434630}",web-2801
2025-01-27 11:41:00,telegram,bot-send,"{7710743,14717267}",Студент
2025-01-27 12:33:00,telegram,bot-send,"{17147329,17580017,21615360}",web-2801
2025-01-27 12:34:00,telegram,paid-placement,{16527467},web-2801
2025-01-27 12:36:00,telegram,bot-send,{16528805},web-2801
2025-01-27 12:37:00,telegram,bot-send,{15566497},web-2801
2025-01-27 12:38:00,telegram,bot-send,{16077105},web-2801
2025-01-27 12:40:00,telegram,bot-send,"{9349901,18448353}",web-2801
2025-01-27 12:55:00,telegram,bot-send,"{15942213,16974953,20010059}",web-2801
2025-01-27 13:27:00,telegram,bot-send,"{12385357,24083235}",portfolio ideas
2025-01-27 13:59:00,telegram,bot-send,{15922423},web-2801
2025-01-27 14:29:00,telegram,paid-placement,{5845449},web-2801
2025-01-28 08:47:00,telegram,bot-send,{11464607},web-2801
2025-01-17 14:29:00,unisender,email,{17176185},web-2101
2025-01-17 14:32:00,telegram,bot-send,"{8853445,19554774}",web-2101
2023-12-15 09:43:00,bot,events-simulative,"{16744437,20683779,21610186}",Pandas
2023-12-15 09:47:00,bot,events-simulative,"{16769821,16820275,17193675}",Pandas
2023-12-25 08:23:00,unisender,email,"{15889391,16766247,19329846,20771041}",Sber-Веб
2023-12-25 08:47:00,unisender,email,"{11014471,18361379}",Sber-Веб
2023-12-25 09:43:00,telegram,eto_analytica,"{16743379,19453462,21000955}",Sber-Веб
2023-12-25 09:48:00,telegram,itresume,{16842355},Sber-Веб
2023-12-25 10:09:00,bot,testovoe-ozon,"{16528877,16801525,16816427,16865855}",Sber-Веб
2023-12-25 10:09:00,bot,testovoe-ozon,{16003369},Sber-Веб
2023-12-25 10:10:00,telegram,analyticsgrowthmindset,{16003369},Sber-Веб
2023-12-25 10:21:00,bot,testovoe-ozon,"{16978917,16978919}",Sber-Веб
2023-12-25 10:23:00,bot,testovoe-ozon,{16864421},Sber-Веб
2023-12-25 10:28:00,bot,testovoe-ozon,{15924905},Sber-Веб
2023-12-25 11:10:00,unisender,email,{16857289},Sber-Веб
2023-12-25 11:21:00,unisender,email,{15922633},Sber-Веб
2023-12-25 11:34:00,bot,testovoe-bank-otkrytie,"{15931845,16774847}",Sber-Веб
2023-12-25 11:39:00,unisender,email,"{15921749,16695207,16773339}",Sber-Веб
2023-12-25 11:39:00,unisender,email,"{15921749,16695207,16773339}",Sber-Веб
2023-12-25 11:44:00,unisender,email,"{5814679,20781819}",Sber-Веб
2023-12-25 12:08:00,bot,events-simulative,"{16699695,19653806}",Sber-Веб
2023-12-25 12:08:00,bot,events-simulative,{16299591},Sber-Веб
2023-12-25 12:17:00,bot,events-simulative,"{16013171,16762871}",Sber-Веб
2023-12-25 12:31:00,bot,events-simulative,{16511641},Sber-Веб
2023-12-25 12:44:00,bot,free-course-pandas,{5801595},Sber-Веб
2023-12-25 12:44:00,bot,free-course-pandas,"{15995043,16764165,18222859}",Sber-Веб
2023-12-25 15:13:00,bot,events-simulative,{16996099},Sber-Веб
2023-12-25 15:29:00,bot,events-simulative,{7366116},Sber-Веб
2023-12-25 17:28:00,Unisender,email,"{17064877,17101475}",Pandas-VIP
2023-12-25 17:40:00,telegram,pandas,{15922633},Оплата
2023-12-25 17:44:00,telegram,pandas,{15922633},Студент
2023-12-25 18:37:00,,,"{16163271,16222289}",Студент
2023-12-25 18:49:00,bot,events-simulative,{16057487},Sber-Веб
2023-12-25 19:46:00,unisender,email,{15607005},Sber-Веб
2023-12-26 00:34:00,unisender,email,{14712829},Экскурсия
2023-12-26 02:46:00,bot,testovoe-ozon,"{12578989,18222813}",Sber-Веб
2025-01-17 14:46:00,unisender,email,"{16287273,16767225}",web-2101
2023-12-26 06:16:00,telegram,pandas,"{16789437,16819743}",Оплата
2023-12-26 08:04:00,bot,testovoe-ozon,"{16003565,16764873,17290925,17553527,17829067,19544884,19867361,20886197,24161655,24395845}",Sber-Веб
2023-12-26 08:50:00,,,"{17099555,17099557,17099759}",Оплата
2023-12-26 09:13:00,unisender,email,"{12447353,24254221}",Sber-Веб
2023-12-26 09:32:00,unisender,email,{15930551},Sber-Веб
2023-12-26 10:02:00,telegram,itresume,"{5840561,16823375,17195057}",Sber-Веб
2023-12-26 10:16:00,bot,events-simulative,{16489279},Sber-Веб
2023-12-26 10:39:00,bot,testovoe-bank-otkrytie,"{11792445,16764207}",Sber-Веб
2023-12-26 10:40:00,bot,events-simulative,"{15921749,16695207,16773339}",Sber-Веб
2023-12-26 13:56:00,vkontakte,cpc,{17173405},Pandas-v2
2023-12-26 16:03:00,telegram,itresume,"{12084195,16975267}",Sber-Веб
2023-12-26 16:11:00,bot,events-simulative,"{17099555,17099557,17099759}",Sber-Веб
2023-12-26 16:52:00,bot,testovoe-ozon,{17177205},Pandas-pre
2023-12-26 16:52:00,bot,testovoe-ozon,{17177205},Pandas-v2
2023-12-26 16:52:00,bot,testovoe-ozon,{17177205},Pandas-v2
2023-12-26 16:54:00,bot,testovoe-ozon,{17177205},Sber-Веб
2023-12-26 17:16:00,bot,events-simulative,"{16815413,17006383,17006385}",Sber-Веб
2023-12-26 17:16:00,bot,events-simulative,"{16815413,17006383,17006385}",Sber-Веб
2023-12-26 17:31:00,bot,events-simulative,"{17099555,17099557,17099759}",Студент
2023-12-26 17:34:00,youtube,25-12-2023,{17005839},НГ-Консультация
2023-12-26 17:36:00,telegram,,"{17150867,17177837}",Pandas-pre
2023-12-26 17:36:00,telegram,,"{17150867,17177837}",Pandas-v2
2023-12-26 17:36:00,youtube,25-12-2023,{17005839},НГ-Оплата
2024-01-03 18:17:00,youtube,mk-22-02-2023,"{15921749,16695207,16773339}",Pandas-v2
